Year,Team,BPI(O),BPI(D),Conf,NetRtg,ORtg,DRtg,AdjT,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,Unnamed: 0,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,PAKE,PASE_x,Talent,Unnamed: 35,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team.1,PASE_y
2008,Miami OH,-3.2,8.1,MAC,9.63,108.4,98.7,58.0,17.0,16.0,62.5,60.6,1.91,3.82,-3.85,9.58,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Stephen F. Austin,-4.9,9.8,Slnd,7.53,107.6,100.1,57.6,26.0,6.0,67.2,56.4,10.81,-6.17,-7.16,8.59,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11176470588235295
2008,Cal St. Fullerton,9.6,-4.9,BW,8.47,112.3,103.9,71.6,24.0,9.0,81.8,72.7,9.15,-3.06,11.86,-6.23,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1568627450980392
2008,Western Michigan,2.5,1.9,MAC,7.92,108.1,100.2,63.8,20.0,12.0,69.7,65.0,4.72,-0.51,1.31,1.89,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11764705882352941
2008,UNC Greensboro,1.9,2.4,SC,6.96,108.1,101.2,64.6,19.0,12.0,70.8,66.5,4.29,-1.41,-0.15,2.12,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25
2008,Boston College,2.7,1.6,ACC,6.37,108.9,102.6,64.2,14.0,17.0,71.1,72.4,-1.29,7.75,3.31,3.15,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9117647058823529
2008,Old Dominion,-0.1,4.4,CAA,4.9,106.5,101.6,63.0,18.0,16.0,66.6,64.4,2.18,0.28,-0.96,3.41,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21078431372549022
2008,New Mexico St.,7.2,-2.9,WAC,6.85,108.1,101.3,69.7,21.0,14.0,79.8,72.2,7.57,-1.31,7.89,-2.46,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24673202614379086
2008,UC Santa Barbara,0.3,3.9,BW,4.93,102.3,97.3,65.2,23.0,9.0,69.8,64.5,5.28,-3.16,-2.21,3.39,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2536764705882353
2008,Ohio,1.0,3.2,MAC,7.55,109.7,102.1,63.2,20.0,13.0,67.7,65.1,2.64,1.3,0.44,3.5,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1274509803921569
2008,San Diego St.,-0.7,4.9,MWC,7.99,104.9,96.9,64.1,20.0,13.0,66.8,63.3,3.45,2.15,-0.3,5.51,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10661764705882355
2008,North Carolina St.,1.1,3.2,ACC,5.65,107.6,101.9,62.7,15.0,16.0,67.3,69.7,-2.39,9.06,1.35,4.05,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5336134453781513
2008,Missouri St.,1.2,2.8,MVC,8.39,108.2,99.8,65.1,17.0,16.0,67.8,65.0,2.73,3.43,2.26,3.39,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Bradley,7.3,-3.3,MVC,9.05,111.8,102.7,68.5,21.0,17.0,73.8,71.7,2.13,4.25,8.86,-2.64,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17647058823529413
2008,Southern Miss,2.0,1.9,CUSA,6.98,108.3,101.3,63.3,19.0,14.0,72.4,66.7,5.64,1.81,0.91,2.86,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6470588235294118
2008,UCF,3.9,0.0,CUSA,7.11,109.1,102.0,64.1,16.0,15.0,73.2,69.0,4.19,3.16,4.8,0.81,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3529411764705882
2008,Cornell,6.2,-2.5,Ivy,4.41,110.1,105.7,67.9,22.0,6.0,76.3,68.5,7.82,-4.74,6.17,-5.41,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40686274509803927
2008,UTEP,6.5,-3.1,CUSA,5.74,106.7,100.9,70.9,19.0,14.0,76.6,73.2,3.39,1.54,8.62,-3.83,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5441176470588235
2008,DePaul,5.8,-2.4,BE,5.28,111.8,106.6,65.7,11.0,19.0,72.6,75.8,-3.2,8.73,6.25,-1.94,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
